Accession,UniP entry,Gene,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fold change ( CL/LB),log2FC (Cl/LB),Highest mean condition,Lowest mean condition,Mass,Description,Treatment,CL1,CL2,CL3,CL4,CL5,LB1,LB2,LB3,LB4
sp|Q9HWF1|RL18_PSEAE,Q9HWF1,rplR,7,7,843.58,0.162901312,0.040318093,1.214126845,0.274192457,1.214126845,0.3,CL,LB,12711,50S ribosomal protein L18 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rplR PE=3 SV=1,Q9HWF1,9819335.058,11268593.21,9735392.958,14261872.23,9744247.958,10735950.88,9794862.904,9118370.822,6478468.201
tr|Q9HXT9|Q9HXT9_PSEAE,Q9HXT9,wspR,3,3,201.65,0.16305384,0.040333719,1.131546044,0.274005945,1.131546044,0.2,CL,LB,37977,Probable two-component response regulator OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=wspR PE=1 SV=1,Q9HXT9,311540.7311,344939.9653,266207.0307,355465.4294,340535.8246,313569.2877,277194.6012,242990.0192,310654.8344
tr|Q9HUE1|Q9HUE1_PSEAE,Q9HUE1,PA5028,3,3,336.99,0.163432362,0.0404052,1.234864423,0.273544054,0.809805499,-0.3,LB,CL,28854,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5028 PE=4 SV=1,Q9HUE1,793249.5322,802038.6893,1048844.895,475960.194,595510.8036,1003716.114,913340.1179,840391.7607,913165.8719
tr|Q9HZ94|Q9HZ94_PSEAE,Q9HZ94,PA3130,2,2,124.63,0.165102462,0.040795743,1.348761465,0.27152245,0.741420945,-0.4,LB,CL,16658,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3130 PE=4 SV=1,Q9HZ94,132866.2538,107671.8865,130650.9171,47404.69982,91021.70364,147117.2624,146998.5498,149921.7241,105842.2199
sp|Q9HZ67|PHEA_PSEAE,Q9HZ67,pheA,3,3,310.87,0.165594858,0.040895015,1.094953776,0.270931448,0.913280562,-0.1,LB,CL,40835,P-protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pheA PE=3 SV=1,Q9HZ67,764673.541,704298.6816,572607.0299,654717.5698,662064.2684,689855.3876,730621.4997,720749.9075,800573.3306
sp|Q59650|MURE_PSEAE,Q59650,murE,14,14,1046.97,0.166381859,0.041066893,1.082858681,0.269991541,0.923481538,-0.1,LB,CL,51517,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=murE PE=3 SV=2",Q59650,2380610.298,2327350.854,2572215.557,2511911.186,2390232.77,2982442.834,2642916.786,2603490.087,2324535.645
sp|Q9I0M7|CYSG_PSEAE;tr|G3XD80|G3XD80_PSEAE,Q9I0M7,cysG,5,4,409.86,0.166851465,0.041160286,1.248868403,0.269433428,0.800724878,-0.3,LB,CL,50625,Siroheme synthase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=cysG PE=3 SV=1,Q9I0M7,182205.0501,115738.511,216129.9809,150777.6772,167241.2538,231663.8253,223787.4734,225082.4742,150805.4254
tr|Q9I3D6|Q9I3D6_PSEAE,Q9I3D6,sdhD,2,2,60.38,0.167123389,0.041182334,1.17291359,0.269111182,1.17291359,0.2,CL,LB,13775,Succinate dehydrogenase hydrophobic membrane anchor subunit OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=sdhD PE=4 SV=1,Q9I3D6,1124745.394,1524610.356,1065860.208,1334573.322,1227597.028,1305588.725,1124327.209,987012.94,864638.9135
sp|Q9I540|KUP_PSEAE,Q9I540,kup,2,1,35.96,0.030497265,0.009752018,1.86499815,0.647464726,0.536193561,-0.9,LB,CL,68862,Probable potassium transport system protein kup OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=kup PE=3 SV=1,Q9I540,5003.908422,10102.15071,14556.92119,8605.167842,18214.92628,18069.08175,19596.87358,25707.82533,20898.88281
tr|Q9HVL2|Q9HVL2_PSEAE,Q9HVL2,fklB,4,4,491.38,0.1672356,0.04118749,1.148332577,0.268978403,0.870827859,-0.2,LB,CL,21782,Peptidyl-prolyl cis-trans isomerase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=fklB PE=3 SV=1,Q9HVL2,2354512.488,2490912.775,3463660.982,2627887.509,2597612.962,3426921.661,3402044.449,2927597.274,2677202.091
tr|G3XCV4|G3XCV4_PSEAE,G3XCV4,phzG1,7,7,408.07,0.167699331,0.041266986,1.19482459,0.268430892,0.836942936,-0.3,LB,CL,24367,Probable pyridoxamine 5'-phosphate oxidase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=phzG1 PE=3 SV=1,G3XCV4,1861026.624,2421400.587,2053144.969,1795014.278,1699741.641,2197197.327,2009835.375,2104133.874,3085247.616
tr|Q9I495|Q9I495_PSEAE,Q9I495,PA1243,1,1,56.36,0.123341186,0.031983128,1.867002124,0.331691477,0.53561803,-0.9,LB,CL,93676,Probable sensor/response regulator hybrid OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1243 PE=4 SV=1,Q9I495,15479.09795,8289.169002,35711.54369,1355.277559,7451.825324,24797.54618,27295.22893,19880.90182,30019.77312
tr|Q9HYP4|Q9HYP4_PSEAE,Q9HYP4,PA3352,3,3,179.05,0.167832767,0.041266986,1.162027913,0.268273712,0.860564526,-0.2,LB,CL,17302,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3352 PE=1 SV=1,Q9HYP4,866877.1647,905927.882,761862.4211,1338537.38,978432.1781,1131092.293,1170711.977,1159972.411,1048413.439
tr|Q9I3U0|Q9I3U0_PSEAE,Q9I3U0,PA1404,3,3,270,0.169356267,0.04159625,1.10834881,0.266490516,0.902243041,-0.1,LB,CL,8398,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1404 PE=4 SV=1,Q9I3U0,5191823.241,5564030.783,4455313.015,5669319.177,5134951.419,5446008.346,5890134.327,5158716.056,6572484.741
tr|G3XD43|G3XD43_PSEAE,G3XD43,pilE,2,2,90.54,0.170025689,0.041737949,1.328947764,0.265713551,1.328947764,0.4,CL,LB,15384,Type 4 fimbrial biogenesis protein PilE OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pilE PE=1 SV=1,G3XD43,335470.6881,282043.8721,156965.768,303278.5388,248413.1938,239560.4601,215066.4552,148954.8119,194747.3547
tr|Q9HYZ6|Q9HYZ6_PSEAE,Q9HYZ6,minD,12,12,1450.96,0.170580629,0.041851405,1.075174544,0.26507248,1.075174544,0.1,CL,LB,29731,Site-determining protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=minD PE=3 SV=1,Q9HYZ6,14645392.47,14118853.67,11922875.84,14541981.15,14443925.69,13026145.07,13399694.41,12477970.62,12937468.45
tr|Q9HUP7|Q9HUP7_PSEAE,Q9HUP7,PA4916,6,6,660.12,0.171715056,0.042083965,1.122831701,0.263770352,0.890605421,-0.2,LB,CL,25555,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4916 PE=4 SV=1,Q9HUP7,967492.4443,896108.2306,1145145.696,762483.2044,911102.7526,1165956.192,1013406.009,1008604.624,1018010.114
sp|Q9HXJ1|HSCB_PSEAE,Q9HXJ1,hscB,1,1,90.79,0.038111561,0.011761736,1.875524421,0.597911406,0.533184206,-0.9,LB,CL,20336,Co-chaperone protein HscB homolog OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hscB PE=3 SV=1,Q9HXJ1,91688.60378,62462.17814,24595.2915,75544.33272,68998.75453,97248.85446,108713.6601,123526.4073,155580.4509
tr|Q9I0C9|Q9I0C9_PSEAE,Q9I0C9,PA2713,1,1,78.02,0.255443551,0.059074457,1.875562378,0.190903186,0.533173416,-0.9,LB,CL,18082,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2713 PE=4 SV=1,Q9I0C9,2937.641533,659.609798,10971.74728,1223.820813,1804.690155,10827.27781,10675.31016,3264.586483,1637.007082
sp|Q9HUC5|HSLU_PSEAE,Q9HUC5,hslU,10,10,823.87,0.173670089,0.042539998,1.094830236,0.261552392,0.913383616,-0.1,LB,CL,50108,ATP-dependent protease ATPase subunit HslU OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=hslU PE=3 SV=1,Q9HUC5,4515135.058,4544290.553,4521394.656,4790053.89,4360832.996,5521929.355,5260093.947,4958639.368,4169225.578
sp|Q9HT81|ENGB_PSEAE,Q9HT81,engB,1,1,96.28,0.000277214,0.000231196,1.87936629,0.999894387,0.532094252,-0.9,LB,CL,23885,Probable GTP-binding protein EngB OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=engB PE=3 SV=1,Q9HT81,78968.80258,56211.97178,67347.67323,49289.2922,60067.6956,111950.5888,124002.3727,124299.4925,108665.1247
sp|P43334|PH4H_PSEAE,P43334,phhA,5,4,440.71,0.174073758,0.04261574,1.209218012,0.261098489,0.826980735,-0.3,LB,CL,30417,Phenylalanine-4-hydroxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=phhA PE=3 SV=2,P43334,1330772.454,1181507.451,1909241.873,992967.6494,1252932.866,1779535.968,1692259.557,1678592.469,1299505.711
tr|Q9HTV8|Q9HTV8_PSEAE,Q9HTV8,PA5232,12,12,1130.13,0.179649661,0.043885553,1.084731798,0.254966311,0.921886868,-0.1,LB,CL,38586,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5232 PE=4 SV=1,Q9HTV8,3666526.369,3578987.525,3444205.316,4425000.461,3631270.839,4191512.645,4333830.018,3964496.273,3777658.654
tr|Q9HU02|Q9HU02_PSEAE,Q9HU02,PA5187,2,1,40.02,0.982577978,0.183650378,1.884593191,0.050045054,0.530618494,-0.9,LB,CL,65202,Probable acyl-CoA dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA5187 PE=3 SV=1,Q9HU02,5120.679443,10998.4903,0,7777.468429,4174.985099,11742.17319,10429.74956,0,20150.9493
sp|Q9I2Y2|THRH_PSEAE,Q9I2Y2,thrH,2,2,50.6,0.180303412,0.04402142,1.061358891,0.254263716,1.061358891,0.1,CL,LB,23632,Phosphoserine phosphatase ThrH OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=thrH PE=1 SV=1,Q9I2Y2,561928.6978,572301.1329,618449.4625,633759.6841,619094.6112,536655.7587,588043.8538,609935.0931,530788.3196
sp|Q9I589|CBPD_PSEAE,Q9I589,cbpD,15,15,1969.21,0.181325361,0.044246987,1.093534967,0.253172107,0.9144655,-0.1,LB,CL,42347,Chitin-binding protein CbpD OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=cbpD PE=1 SV=1,Q9I589,167644913.6,161096639.1,143122277.8,145559634.2,133431196.8,179950087.4,172669161.4,154115042.7,150134370.4
sp|Q51342|PUR1_PSEAE,Q51342,purF,9,9,799.45,0.181504864,0.044266849,1.127611206,0.252981206,1.127611206,0.2,CL,LB,55848,Amidophosphoribosyltransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=purF PE=3 SV=3,Q51342,3379512.004,3548305.404,4027302.782,2774101.113,3311817.522,3267314.372,2916386.053,3193962.347,2712347.493
tr|Q9I3U3|Q9I3U3_PSEAE,Q9I3U3,PA1401,1,1,89.78,0.017796134,0.006209966,1.888781822,0.757688174,0.529441775,-0.9,LB,CL,15680,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1401 PE=4 SV=1,Q9I3U3,53758.21962,44634.41213,25920.79348,18084.1968,37762.34989,65727.55388,71376.18351,58294.14215,76828.42441
sp|Q9HXJ8|DER_PSEAE,Q9HXJ8,der,5,5,300.51,0.181619508,0.044270879,1.141159597,0.252859412,1.141159597,0.2,CL,LB,54972,GTPase Der OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=der PE=3 SV=1,Q9HXJ8,935904.73,892081.6829,699775.8279,1050667.544,834182.5969,786231.5361,782668.5423,686043.8719,838479.5424
tr|Q9I780|Q9I780_PSEAE,Q9I780,PA0052,1,1,111.97,0.096600618,0.026146067,1.890908401,0.385060396,0.528846347,-0.9,LB,CL,15581,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0052 PE=4 SV=1,Q9I780,33292.16269,9592.315247,112017.7185,4779.968157,20151.05828,72462.31489,55730.86477,88927.09878,54918.24306
tr|Q9I4U7|Q9I4U7_PSEAE,Q9I4U7,PA1027,3,3,94.08,0.181909683,0.044317668,1.084922991,0.252551594,1.084922991,0.1,CL,LB,57655,Probable aldehyde dehydrogenase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA1027 PE=3 SV=1,Q9I4U7,107184.3455,89864.94269,99601.00382,88311.68101,86377.35971,90864.88729,79401.25501,87871.54847,89418.28273
tr|Q9HZX5|Q9HZX5_PSEAE,Q9HZX5,PA2871,3,3,255.7,0.183128298,0.044566425,1.258743508,0.251265923,1.258743508,0.3,CL,LB,28734,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA2871 PE=4 SV=1,Q9HZX5,458867.3347,760766.3202,498525.9386,842877.1561,598737.8789,536044.1296,532473.7197,502581.9166,437108.9645
sp|P72174|UVRB_PSEAE,P72174,uvrB,6,6,468.35,0.184855772,0.044938349,1.154117001,0.249462642,1.154117001,0.2,CL,LB,76077,UvrABC system protein B OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=uvrB PE=3 SV=2,P72174,613825.5508,630859.2304,425493.3523,622607.2748,647253.1259,526922.2612,512882.765,491344.1624,506799.1526
sp|O82850|RS2_PSEAE,O82850,rpsB,16,16,2123.36,0.188210489,0.045655483,1.081200231,0.246023686,1.081200231,0.1,CL,LB,27376,30S ribosomal protein S2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rpsB PE=3 SV=2,O82850,61402142.07,52953850.78,59028466.39,59179268.69,55613889.78,54825900.06,57073337.97,55999619.88,45329078.57
sp|P35818|GSPD_PSEAE,P35818,xcpQ,3,3,282.06,0.188483747,0.045697201,1.124115147,0.245747155,1.124115147,0.2,CL,LB,69911,Type II secretion system protein D OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=xcpQ PE=1 SV=1,P35818,1607843.905,1640730.28,1253809.413,1532053.188,1697962.053,1303019.804,1324024.543,1246763.939,1629114.693
sp|Q9I5Q3|SYY2_PSEAE,Q9I5Q3,tyrS2,12,11,986.32,0.189090645,0.04581972,1.127267423,0.245134892,1.127267423,0.2,CL,LB,44102,Tyrosine--tRNA ligase 2 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=tyrS2 PE=3 SV=1,Q9I5Q3,4563400.893,4948636.835,5839256.115,4319093.796,4736730.263,4458512.591,4405284.634,4902213.39,3555251.33
sp|Q9I0J9|NUOCD_PSEAE,Q9I0J9,nuoC,15,14,1353.28,0.189269661,0.045838481,1.109775199,0.244954793,1.109775199,0.2,CL,LB,68507,NADH-quinone oxidoreductase subunit C/D OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=nuoC PE=3 SV=1,Q9I0J9,7101130.342,7404175.989,6126214.717,7055508.048,7057153.529,7306012.286,6505341.872,6157221.409,5077349.16
sp|Q9HWE1|RS3_PSEAE,Q9HWE1,rpsC,11,10,706.48,0.19047956,0.046087226,1.114005878,0.243743495,1.114005878,0.2,CL,LB,25822,30S ribosomal protein S3 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=rpsC PE=3 SV=1,Q9HWE1,11885545.45,11487465.08,14277373.16,12199711.27,11567444.67,12496149.9,11246617.72,11425239.55,8937713.162
sp|Q9HUX1|SPEA_PSEAE,Q9HUX1,speA,9,9,573.06,0.190501037,0.046087226,1.054380329,0.243722086,0.948424371,-0.1,LB,CL,70966,Biosynthetic arginine decarboxylase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=speA PE=3 SV=1,Q9HUX1,2216425.185,2357365.209,2033884.903,2093665.401,2384155.058,2436106.481,2313803.532,2309264.936,2291487.977
tr|Q9HW68|Q9HW68_PSEAE,Q9HW68,PA4333,17,16,1838.43,0.19195825,0.046390017,1.086603735,0.242276956,0.920298695,-0.1,LB,CL,55013,Fumarate hydratase class I OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4333 PE=3 SV=1,Q9HW68,12422453.97,12041428.18,13776304.85,11138010.53,12449890.71,13920550.57,13822026.8,14360786.07,11642741.86
tr|Q9HXY0|Q9HXY0_PSEAE,Q9HXY0,PA3659,2,2,113.01,0.19343007,0.046711555,1.391394383,0.240832143,0.718703491,-0.5,LB,CL,45030,Probable aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3659 PE=4 SV=1,Q9HXY0,154346.3579,115460.0865,213643.6692,103327.4414,120426.5427,217474.8339,218688.6628,243855.6362,107180.7141
tr|Q9HWQ1|Q9HWQ1_PSEAE,Q9HWQ1,PA4130,16,16,1290.98,0.19349581,0.046711555,1.136886238,0.240767953,0.879595483,-0.2,LB,CL,62521,Probable sulfite or nitrite reductase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4130 PE=3 SV=1,Q9HWQ1,3308933.677,4259503.425,3026948.238,4267579.305,3450491.113,4535378.641,4531373.08,3993828.587,3595672.353
tr|Q9HY12|Q9HY12_PSEAE,Q9HY12,PA3614,12,12,724.33,0.193930857,0.046791544,1.096552269,0.240343895,0.911949233,-0.1,LB,CL,52232,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3614 PE=4 SV=1,Q9HY12,3220138.098,3594882.964,2950482.418,3261330.581,3307370.314,3917173.065,3664566.384,3735185.213,3012122.429
sp|Q9I5U4|PDXA1_PSEAE,Q9I5U4,pdxA1,2,2,240.55,0.194192227,0.046829565,1.16272813,0.24008974,0.860046278,-0.2,LB,CL,35243,4-hydroxythreonine-4-phosphate dehydrogenase 1 OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=pdxA1 PE=1 SV=1,Q9I5U4,327211.687,203873.1998,200610.3688,208462.0332,196618.4834,261419.0196,279603.573,231623.2822,284763.0592
tr|Q9HZ14|Q9HZ14_PSEAE,Q9HZ14,PA3226,1,1,52.72,0.058478872,0.017022736,1.910382546,0.499641342,0.523455369,-0.9,LB,CL,30853,Probable hydrolase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3226 PE=4 SV=1,Q9HZ14,40150.77539,25034.67919,49686.99676,8157.936642,22491.41491,55997.09106,48594.68037,55442.43318,62367.64526
tr|Q9I5V1|Q9I5V1_PSEAE,Q9I5V1,PA0586,9,9,339.79,0.195756715,0.047131271,1.062163106,0.238577964,0.941474991,-0.1,LB,CL,61118,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0586 PE=4 SV=1,Q9I5V1,3692237.059,3368288.547,3624827.015,3053342.636,3389059.763,3811617.754,3729241.347,3585284.826,3427831.646
sp|Q9HT14|ATP6_PSEAE,Q9HT14,atpB,2,2,99.69,0.198408081,0.047642511,1.536072155,0.236052622,0.651011085,-0.6,LB,CL,31900,ATP synthase subunit a OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=atpB PE=3 SV=1,Q9HT14,265595.0261,152726.1345,343243.941,40493.15056,195707.4974,423404.4535,289941.7443,256597.4948,256168.4551
tr|Q9HUT6|Q9HUT6_PSEAE,Q9HUT6,PA4877,3,2,97.23,0.199084126,0.047771282,1.187446525,0.235415966,0.842143186,-0.2,LB,CL,14852,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4877 PE=4 SV=1,Q9HUT6,343211.3785,475760.4742,324248.6979,623513.9592,340374.074,512954.7405,515683.5988,470783.0919,502241.5814
tr|Q9HW49|Q9HW49_PSEAE,Q9HW49,PA4352,17,17,1916.58,0.199156105,0.047771282,1.194406206,0.235348352,0.837236105,-0.3,LB,CL,31010,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4352 PE=3 SV=1,Q9HW49,54848379.06,50696696.3,52712392.32,53136054.07,52314396.12,68707927.52,69576300.83,71244900.66,42450369.91
tr|Q9I662|Q9I662_PSEAE,Q9I662,PA0456,3,3,354.44,0.200918398,0.048117258,1.182076539,0.233703153,0.845968909,-0.2,LB,CL,7702,Probable cold-shock protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA0456 PE=4 SV=1,Q9I662,44813638.88,53168315.86,40801133.22,56326466.35,41721702.71,65595519.45,57512968.83,59441514.66,41412135.08
sp|Q9HXM6|GUAA_PSEAE,Q9HXM6,guaA,16,15,1422.45,0.201570947,0.048233151,1.084630828,0.233098896,0.921972688,-0.1,LB,CL,58265,GMP synthase [glutamine-hydrolyzing] OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=guaA PE=3 SV=1,Q9HXM6,8936426.855,8400748.319,8198591.365,7780321.48,8012450.766,9535933.007,9503059.913,9248261.288,7573711.6
tr|Q9HV83|Q9HV83_PSEAE,Q9HV83,PA4715,2,2,78.51,0.202211697,0.048339836,1.176860717,0.232508134,0.849718225,-0.2,LB,CL,46206,Probable aminotransferase OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4715 PE=1 SV=1,Q9HV83,131516.2028,91881.14841,166532.6361,97515.14782,118774.6705,150126.1037,134319.0095,159246.3361,127057.5707
tr|Q9HZG7|Q9HZG7_PSEAE,Q9HZG7,PA3041,1,1,153.35,2.60943E-05,5.01003E-05,1.930606428,0.999999999,0.517971962,-0.9,LB,CL,14025,Uncharacterized protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA3041 PE=4 SV=1,Q9HZG7,62095.64234,64407.13662,74421.30678,53860.7797,63163.35673,110807.9131,119399.4084,128085.3906,132773.5932
tr|Q9HWQ0|Q9HWQ0_PSEAE,Q9HWQ0,PA4131,6,6,533.88,0.202572484,0.048363664,1.195748983,0.232176607,0.836295923,-0.3,LB,CL,64863,Probable iron-sulfur protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) GN=PA4131 PE=4 SV=1,Q9HWQ0,4519470.981,3809257.463,2354788.152,4484895.231,3918566.645,3944317.069,4919777.822,4503898.742,4890594.449
